Avalon|Blue Dogs|Jim Cline|Doyle, Danny|Tommy Elskes||Gretchen Phillips Experience|Hillman/Pedersen||Jane Gillman & Darcie Deaville|Curtis Kamiya|Susie Luchsinger|Clark & Hillman McGuinn|Carol Noonan|Steve Owen|David Parmley||Rousseau|South Sixty Five|Norma Tanega|||Tony Williamson|||
Virgil Avery|Blue Highway|Patsy Cline ; http://www.patsified.com/|Pete Drake|Elspeth Smellie||Greyhounds|Hills, Anne||Mary Jane Lamond|Karen Kandel|Luft, Cara|Mark McGuinn||Oyster Band|John Parrott||Peter Rowan|J.D. Souther|Tanglefoot|||Willie Gene and Wilson St.|||
Hoyt Axton ; http://www.sixcats.com/axton/hoyt2.htm|Blue Lit Souls|Patsy Cline & Loretta Lynn|Drake, Nick|Elton John (Tribute)||Gribi, Gerry|Tish Hinojosa ; http://www.mundotish.com/||Jano|Christine Kane|The Luni Troupe|Roger McGuinn|||David Parry||Charles Alan Rowe|Southern Green|Tango & Klezmer Quartet|||Foy Willing & the Riders of the Purple Sage|||
Ayshire |Blue Prairie Dogs|Clothesline Revival|Rusty Draper|Joe Ely||David Grier|Kathi & Kellie Hinton||Bert Jansch|Kieran Kane|Bascom Lamar Lunsford|Kris McKay|Paddy Noonan||Bill Parsons||Ernie Rowell|Southern Pacific|Tannahill Weavers|||Kelly Willis ; http://www.kellywillis.com|||
|Blue Rags|Jerry Clower|Dreadful Snakes|Jack Emblow|John Fahey ; http://www.johnfahey.com/|Grievous Angels|Hippi Dye Cowboy||Victor Jara|Kane/Gorman|Lyn?Z|McKenna, Lori|Nordic Roots (Series)||Niamh Parsons||Billy Joe Royal|Southern Rail|Tannas|||Vic Willis|||
American Music Club ; http://www.americanmusicclub.com|Blue Rodeo ; http://www.bluerodeo.com/|Cluster Pluckers|Driftwood, Jimmie|Emerald Isle (Series)|Kieran Fahy|Griffin, Patty|Hit The Bottle||Jarmon & Carter|Kapelye|Claire Lynch|Doc McKenzie|North Sea Gas|Ottmar Liebert + Luna Negra ; http://www.lunanegra.com/|Weddings Parties Anything||Tom Rozum|Red Sovine|Seamus Tansey|||A.D. Willow|||
Julian Austin ; http://www.julianaustin.com|Blue Sky Boys|Coal Porters|Drita Albanian Folk Orchestra|Emerald Isle Singers|Hiring Fair|Rex Griffin|Hitchin' Cricket||Tommy Jarrell|Larry Kaplan|Glenda Lynn|McKeown, Erin|Northeast Winds|O'Neal, Jamie |Partisans Of Vilna||The Ruby Rakes|Spanic Boys|Tara|||Billy Jack Wills|||
Steve Azar ; http://www.steveazar.com/|Blue Suede Sneakers|Anita Cochran|Drivin Sideways|Emerson & Goble|Fairport Convention ; http://www.fairportconvention.co.uk/|Griffith, Laurie Rose and Peter Mealy|Hitmen, The||Duane Jarvis|Lucy Kaplansky|Loretta Lynn ; http://www.lorettalynn.com/|Raymond McLain|Northern Lights|Odom, Jay |Dolly Parton||Rumblepuppy|Sparkee|Tarabridge|||Bob Wills & His Texas Playboys|||
|Little Joe Blue|Hank Cochran|Pete Droge|Emerson & Russey|Harold Faltermeyer|Nanci Griffith|Rex Hobart & The Misery Boys||Melissa Javors|Karaoke|Terri Lynn|Dave McLaughlin|Jack Norton|Old Cowhands  |Deb Pasternak||Kirk Rundstrom|Steve Sparkman|Tarentule|||Johnnie Lee Wills|||
|Bluegrass Album Band|Tammy Cochran|Drovers, The|Bill Emerson|Family Folk Festival|Andy Griggs ; http://www.andygriggs.com/|Becky Hobbs||Jay Ungar & Molly Mason|Kargian Folk Music Ensemble|Shelby Lynne ; http://www.shelbylynne.com/|Mark McLelland|Not By Chance|Old Crow Medicine Show, The |Patchwork||Tom Rush|Chris Sparks ; http://www.chrissparks.com|Jimmie Tarlton|||Mark Wills ; http://www.markwills.com|||
|Bluegrass Band|Fred Cockerham|Drummond, Pat|Conni Emerson||David Grisman ; http://www.acousticdisc.com/dgq_splash.html|Hoffmann, Kristin||Jazzabels|Karmon Kraeli Singers|Lynns, The|Terry McMillan|Billy Novick|Oliver and Leyte |Patent Pending||David Russell|Larry Sparks|Tarras|||Eddie Wilson|||
AVA|Bluegrass Cardinals|David Allan Coe ; http://www.officialdavidallancoe.com/|Roy Drusky|Emerson/Taylor|Merrell Fankhauser|George Gritzbach|Louise Hoffsten||Jean Ritchie|Karol Stoch Band||James McMurtry|Novick/Van Duser|Olson, Craig T. |Rod Paterson||Johnny Russell ; http://www.johnnyrussell.com/|Minton Sparks|Barry & Holly Tashian|||Tim Wilson|||
Timmy Abell|Bluegrass Etc.|Cohen, Joe|Dry Branch Fire Squad|Emil Decameron & His Orchestra|Fannigan's Isle|Lewis Grizzard|Adolf Hofner||Jeff Babko|Betsy Kaske||McNeely?Levin?Skinner Band|Karen Novy|Osborn, David |Sandy & Caroline Paton||Leon Russell|Scottie Sparks|Daniel Tashian|||Ray Winch|||
Abshire/Fontenot/Mcgee|James Blundell|Cohen, Leonard|Dublin City Ramblers, The|Frank Emilio||The Groobees|John Hogan||Paul Jefferson|Kate & CJ|Lambchop ; http://www.lambchop.net/|McPeak Brothers|The Nudes ; http://www.nudesmusic.com|Owens, Bonnie |David Paton||Samantha Russell|Billie Jo Spears|The Tatters|||Perry Wing|||
Abrahams, Karen|Ginger Boatwright|Patti Cohenour|Mark DuFresne Band|Empress|Far North|GrooveCamp|Sean Hogan||Jengurl|Kate Power & Steve Einhorn|Legandary Stardust Cowboy ; http://www.stardustcowboy.com/|Curtis McPeake|Laurence Nugent||Patrick Street||Tom Russell|Special Consensus|Tattle Tale|||J.D. Winningham|||
Abrams, Bonnie|Bodhi Tree|John Colbert|George Ducas|Matt Ender|Mimi & Richard Farina ; http://www.richardandmimi.com/|The GrooveGrass Boyz|Roscoe Holcomb||Jean Jenkins|Kate Wolf (Tribute)||Linda McRae|John Nuhn||Patron Saints||Rust Farm|Special Delivery|Allan Taylor|||Tony Wintrip|||
Accordion Party|Bodle, Kaytee|B.J. Cole|Dudley|Enekk|Hossein Farjami|Gross National Product|Malcolm Holcombe||Joseph Jenkins|Kathryn Tickell Band||McShee, Jacqui|Nuyorican Symphony||||Ruth|Spectrum|Chip Taylor|||Thomas A. Wirtanen|||
Achanak|Dock Boggs|Richie Cole|Dave Dudley|Lehman Engel|Farm Dogs|Stefan Grossman|Greg Holland||John Jennings|Kathy {Browning} Lampi||McVey, John|Sven Nyhus||Frank Patterson||Ruthie & the Wranglers|Speedbuggy|Daniel Taylor|||Lara Wisdom|||
Acoustic Alliance|Suzy Bogguss ; http://www.bogguss.com/|Michael Coleman|Dueck, Henry|Toulouse Engelhardt|Tim Farrell|K.C. Groves|Floramay Holliday||Michael Jerling|Katina||Christy McWilson|Laura Nyro ; http://www.lauranyro.com/||Gordon Pattullo||Rx Bandits|Buddy Spicher|Eric Taylor|||Chubby Wise|||
Acoustic Christmas Reflections|Eric Bogle|Mark Collie|Scott Dunbar|Thea Ennen & the Algorhythms|Fat Mattress|Rick Guerrero|Hollisters||Jerry Fielding|Ron Kavana||Means, Pamela|||Paul Summers Band||Tim Ryan (Country)|Lucas Spinosa & Southern Star|Jim Taylor|||Mac Wiseman|||
Acoustic Endeavors|Boh, Heidi|Collins, Buz|Craig Duncan|Seamus Ennis|Father Sydney MacEwan|Adam Guettel|The Hollow Rock String Band||Jerry Garcia (Tribute)|Sandi Kay||Meat Purveyors|||Ellis Paul|||Bud Spires|Louise Taylor|||Witch Hazel|||
Acoustic Guitar Summit|Boiler|Collins Kids|Johnny Duncan|Luis Enrique|Tom Faulkner|Bonnie Guitar|Ken Holloway||Jewish Liturgy|Brian Keane||Victor Mecyssne|||Tom Paxton|||Split Lip Rayfield|Steve Taylor|||Patti Witten & Prairie Doll|||
Acoustic Heart|James Bonamy|Jim Collins|Stuart Duncan|Ensemble Galilei|Favorite Irish Ballads|Bob Gunton|Monty Holmes||||L'Ange Vert|Mediaeval Baebes|||Johnny Paycheck||Steve Ribnikar ; http://www.honky-tonk-music.com/|Jerry Springer|Tegan & Sara|||Lee Ann Womack ; http://www.leeannwomack.com/|||
Acousticats|Eddie Bond|Collins, Judy|Tommy Duncan|Enter The Haggis|Stephen Fearing ; http://www.stephenfearing.com/|Guthrie, Arlo|Bob Holt||Jim Hunter|Dolores Keane|La 21 Division|Scot Meeks|Naked Cowboy ||Jonathan Payne|||Bruce Springsteen|Omar Faruk Tekbilek|||Wood Brothers|||
Across The Waters|Johnny Bond ; http://www.johnnybond.com/|Collins, Mitzie|Ron Dunivan|Freyda Epstein|Feathermerchants|Guthrie Brothers|David Holt||Jim Johnstone & His Band|James Keane|La Banda|Megrelishvili, Mamuka|Nance, Kregg ||Tom Payne|||Blaine Sprouse|Max Zbiral Teller|||Del Wood|||
Acuna|Boneheads|Stacie Collins|Slim Dunlap|Equation|Michael Feeney|Guthrie, Wood|Holy Modal Rounders||Jim MacLeod & His Band|Peter Keane|La Bottine Souriante|Jeff Mellin|Nashville, Lemon ||Alice Peacock|||Steve Spurgin|Tempest ; http://www.tempestmusic.com/|||Jeff Wood|||
Ad Vielle Que Pourra|Ray Bonneville|Tommy Collins|Holly Dunn|Ordo Rosarius Equili|Michael Irish Band Feeny|Jack Guthrie|Steve Holy ; http://www.steveholy.net/|||Keane/Faulkner|Patti LaBelle|Ken Mellons|Nattasha  ||Pearlfishers||R. Beth Hicks|Virginia Squires|Jennifer Terran|||Bob Woodruff|||
Margie Adam ; http://www.margieadam.com/|Patty Booker|Jessi Colter|Dunn, Linda|Eric Clapton (Tribute)|Giora Feidman|Woody Guthrie|Home Cooking||Flaco Jimenez|Keane/Mccarthy|Max LaBry|Memphis Exchange|Neal, Willie Heath ||Danny Peck||Connie Rae|Chris St. Croix|The Terrys|||Mitch Woods|||
Derroll Adams|Boola Boola Band|Combo Chameleon|Matt Dunnam|Eric Rigler|Felt|Guy & Ralna|Homer & Jethro||Jimmy Sturr|Vickie Pratt Keating|Perry LaHaie|Memphis Jug Band|Neely, Sam ||Herb Pedersen||Gerry Rafferty|Joey St. Denis|Katy Tessman|||Woody Brothers|||
Tom Adams|Boone Creek|Matt Combs|Bobby Durham|Alejandro Escovedo|Frank Ferrel|Guy, Debra|T.Cane Honey||Jim's Big Ego|James Keelaghan|LaHanna|Men Of Faith|Nelson, Yvette ||Rice Rice Hillman & Pedersen||Raina Sayer|Stackridge|Tetes Noires|||Woodys|||
Adams-Profeta, Donna|Debby Boone|Amie Comeaux|Don Durlacher|Tom Eslick|Melissa Ferrick||Tony Hooper||Joe & Eddie|Robert Earl Keen|Everett LaRoi|Hermanas Mendoza|Neon Cadilac Band ||Don Pedi||Brooke Ramel|Jim Stafford|Texas Kellys|||Sheb Wooley ; http://www.shebwooley.com/|||
Eddie Adcock||Commander Cody|Durmushliyska, Galina|Etchingham Steam Band|Ferron|Gentlewalker ; http://www.gentlewalker.com/|Hoosier Hot Shots||Joe MacLean|Paul Keim|Lackee's Magnito|Lydia Mendoza|New Pioneers, The ||Dave Pegg||Ran Away To Sea|Terry Stafford|Texas?Czech|||Woolpackers|||
Aengus|Boosinger, Laura|Companie Paris Canailles|Dusty, Rose|Eternal Wind|Festival Of Irish Folk|Geraldine Fibbers, The ; http://www.carlabozulich.com/|Hoosli Ukrainian Folk Ensemble||Joe Ross and Friends|Bill Keith|Steve Lacy|Paula Mengarelli|No Justice  ||Ruth Pelham||Ranch Romance|Karen Staley|Theodore Bikel & Hankus Netsky|||Darryl Worley ; http://www.darrylworley.com/|||
Aerosmith (Tribute)|Borofsky, Nate|Compton, John|Slim Dusty|Evan & Jaron|Festival Of Irish Music (Series)|Giant Sand ; http://www.giantsand.com/|Randy Hopper||Joe Thompson|Frank Keith|Carreg Lafar|Menshokov, Alexander (Sasha)|Nolen, Gabbie ||Pendragon|||Tom Staley|The Therapy Sisters|||Wretched Refuse String Band|||
After Class|Bossin, Bob|Mike Compton|Michael Dyke|Bob Evans|Festive Journey|Adam Gregory ; http://www.adamgregory.com/|Hopper, Robin||Joe Weed and Friends|Tom Kell||Menta, Anne Marie|North 40 ||Penelope's Problem||Rankin File|Dave Stamey|They Call It Ireland|||Chely Wright ; http://www.chely.com/|||
African Rhythm Messengers|Earl Bostic|Ray Condo & His Ricochets|Doyle Dykes|Dan Evans|Aoife Ni Fhearraigh|Wylie Gustafson ; http://www.wylieww.com/|Lonnie Hoppers||Paul & Caren Joey|Anthony Kellman|Peter LaFarge|Roy D. Mercer|||Dan Penn||Iain Rankin|Art Stampler|They'll Never Keep Us Down|||Michelle Wright ; http://www.michelle-wright.com/|||
Agnelli & Nelson|Libbi Bosworth ; http://www.libbibosworth.com/|Confederate Railroad|Bob Dylan ; http://www.bobdylan.com/|Evergreens|Fiddle Sticks||Hottentots, The||John Denver (Tribute)|Astra Kelly|Jimmy Lafave|Mercury Dime|||Pentangle||The Rankin Family|Joe Stampley|Art Thieme|||Wylie & The Wild West|||
Jeroan Aichen|Philip Boulding|John Conlee||Scott Everhardt|Field Recordings (Series)||James T. Horn||John Kirkpatrick|Frank Kelly|Cleo Laine|Meredith Miller Band|||Tommy Peoples||Elliott Ranney|The Stanley Brothers|The Thin Man|||Tammy Wynette ; http://www.TammyWynette.com/|||
Josie Aiello|Bourke, Ann|Earl Thomas Conley|Ilse DeLange ; http://www.ilsedelange.com/|Ewan/Charles Parker/Peggy Seeger|Rick Fielding||The Horseflies||John Roberts & Tony Barrand|James Patrick Kelly|Frankie Laine|Merrill, Dan|||||Kimberly Ransom|Mike Stanley|Third Irish Folk Festival||||||
Caroline Aiken ; http://www.carolineaiken.com/|Fiddlin' Frenchie Bourke|Bill Conlon|Kevin Denney ; http://www.kevindenney.com/|Adam Ezra|Fielding/Fleming/Mccusker/Mcne||Johnny Horton|||Luke Kelly|Robin Laing|Jo Dee Messina ; http://www.jodeemessina.com/|||||Annie Rapid|Ralph Stanley ; http://www.drralphstanley.com/|This Is Boston Not Austin (Series)||||||
Ailana|Bovee, Anne|Dudley Connell|Drive-By Truckers ; http://www.drivebytruckers.com/||Fieldstone||Horvath, Alan||John Wright|Kelly/O'Brien/Sproule|Lakes/Murphy|Messy Gypsies, The|||Don Peris|||Ralph Stanley II|This Is Scotland||||||
Aine Ui Cheallaigh|Bob Bovee|Gordon Connell|Due South ; http://www.duesouth.com/||Fifty Years Of Bluegrass Hits (Series)||Larry Hosford||John and Sharon Knowles|Mark Kelso|Barbara Lamb|Byron Metcalf|||Karen Pernick||Rare Air|The Star Room Boys|Anjani Thomas||||||
Air Mail Music|Jimmy Bowen|Connie & Babe & Backwoods Boys|||Figgy Duff||Hot Club of Cowtown||John's Children|Keltz|Dan Lambert|Liz Metz|||Julie Perrault||Jerry Rasmussen|Orrin Star|Tracey Thomas|||Tom Waits ; http://www.officialtomwaits.com/|||
Alabama Sacred Harp Convention|Bowen, Judy Domeny|William W. Connors|||File||Hot Rize|||Ken Whiteley Jackie Washington and Mose Scarlett|Lament|Edgar Meyer ; http://www.sonyclassical.com/artists/meyer/adhome.html|||Lee "Scratch" Perry||Mitchell Rasor|The Starlite Orchestra|Carol Thompson|||Willard Grant Conspiracy ; http://wgc.hinah.com|||
Alabama Sacred Harp Singers|Bryan Bowers|Conoscenti, Don|DOA|Enya ; http://www.enya.com/|Finbar/Furey||James House||Michael Johnathon|Kendra Flowers|Lyndon Laminack|Hermann Meyer & Emsla Lammers|||||Peter Ratzenbeck|John Starling|Danny Thompson|||Tom Wopat ; http://www.wopat.com/|||
Alan Lomax|Ray Bob Bowman|Conover, Peter|Da Vinci's Notebook|Cesaria Evora ; http://www.cesaria-evora.com/|Lauren Fincham||Tom House||The Johnny Staats Project|Nigel Kennedy|David Lamotte|Augie Meyers|||Pete Seeger (Tribute)||Ray & Glover|Frankie Starr|Eric & Suzy Thompson||||||
Chava Alberstein|Ronnie Bowman|Patricia Conroy|Sonia Dada||Findask||Houseprouds, The||Betty Johnson||John Land|Dick Meyers|||||Koerner Ray & Glover|Garrison Starr|Linda Thompson||||||
Albion Band|Box Set|Bill Conti|Tom Dahill|Eakes, Bobbie |Fine Young Madrigals||David Houston||Jay Johnson||Jimmy Landry|Micciulla, Nancy|||Gretchen Peters|||The Statesmen|Richard Thompson ; http://www.richardthompson-music.com/||||||
Albrigtsen/Pacheco|Boxcar Willie|Continental Divide|Terri Jo Dahlquist|Earheart, Billy |Alisa Fineman||Harlan Howard ; http://www.harlanhoward.com/||Jelly Roll Johnson|Sharon Kennedy|Penny Lang|Michael J|||Andrew Peterson||Dave Snaker Ray|Statler Brothers, The ; http://www.statlerbrothers.com|Teddy Thompson||||||
The Alexander Brothers|Boy Howdy|Continental Drifters|Bruce Daigrepont|Edwards, Meredith  |Peter Finger||James Newton Howard||Prudence Johnson|Kennedy/Mcallister|Peter Lang|Michael Stanley Band|||Carl Peterson||Razzamatazz for Kids|Andy Statman|Thompson/Senauke|||Walker Williams Band |||
Alexiou, Haris ; http://www.alexiou.gr/|Boy Thai Band|Spade Cooley|Jen Dainton|Emerson Drive  |Sally Fingerett||Jan Howard||Willie Johnson|The Kennedys|John Langstaff|Walt Michael|||Robin Petrie||Eddi Reader|Red Steagall|Paul Thorn|||Walker Williams. |||
Pat Alger|Bobby Boyd|Rita Coolidge|Kitty Dakota|Enderlee, Cindy. |Finjan||Mark Howard||Johnson/Gray|Emer Kenny|Languid|Michaels, Jaime|||Al Petteway||Bernice Johnson Reagon|Stealin' Horses|Those Darn Accordions!|||Walker, Tamara |||
Salamat Ali Khan|Boys From Indiana|Cooper & Nelson|Malcolm Dalglish|England, Tyler |Cathy Fink||Rebecca Lynn Howard||Freedy Johnston|Alec Kerr|C. Lanzbom|Patrik Michaels|||Pierce Pettis||Toshi Reagon|Steam Donkeys|Threadgill's Supper Session|||Ward, Pamela K. |||
Alias Ron Kavana Bd|Ronnie Brackett|Bill Cooper|Lucio Dalla||Cady Finlayson||Ray Wylie Hubbard||Davey Johnstone|Kerry Lauder Band|Lara & Reyes|Mid South|||The Phantom Of The Opera (Related Recordings)||Real Live|Jody Stecher|Three Plus|||Ware River Club |||
Alison Brown|Dale Ann Bradley|Roger Cooper|Dalriada Brothers||Alec Finn||Dan Huckabee||Johnstons|Michael Kerry|Mariah Larkin|John Midas|||Pharoah's Daughter||Rebecca Riots|Jeffrey Steele|Three Swedish Fiddlers|||Warner, Wayne |||
Alkalay, Ed|Mark J. Bradlyn|Stoney & Wilma Lee Cooper|Karen Dalton||Howard Finster||Laura Huemer||John Spencer|Barbara Kessler|Patty Larkin|Nancy Middleton|||Phil Ochs (Tribute)||Reckless Kelly|Rafe Stefanini|Thulbion|||Watson, Rhonda |||
All Hands Around|Bradstreet, David|Wilma Lee Cooper|Jackie Daly||Fire On The Strings (Series)||Hughes & Dixon||Jones & Leva|Susan Kevra|Larry Stephenson|Midnight Rain|||Barry Phillips||Reckless Pedestrians|Keith Stegall|Thunder Bird Sisters|||Weale, Darryl |||
All The Best (Series)|Leslie Braly|Copperhead|Neil Daly||First Irish Folk Festival||Teresa Hughes||Adrienne Jones|Will Keys|Grey Larsen|Midnight Rodeo|||Grant?Lee Phillips||Red Clay Ramblers|Larry Stephenson|Bill Thurman|||Weary Boys, The |||
All?Ears Review #6|Damon Bramblett|Corbett, Tom|Dan Air Scottish Pipe Band||Fish That's A Song||Hughes and Wagner||Bessie Jones|Khevrisa|Larsen/Marchand|Midtown|||Shelley Phillips||Red Cravens & The Bray Brothers|Ronny Stephenson|Ti Paris|||Wendy Ann |||
All?Ears Review #7|Cory Branan|Corbin/Hanner Band|||Archie Fisher||Dakota Dave Hull||Carol Elizabeth Jones|Pat Kilbride||Mike Curb|||Stacy Phillips||Red Hots|Beth & April Stevens|Tiger Tiger|||West Coast Pinups, The |||
Allan Alexander and Jessica Walsh|Adam Brand|Cordle Jackson & Salley|6||Ray Fisher||Bill Hullett||Eddie Lee 'Mustright' Jones|The Kilfenora Ceildh Band|Kari Larson|Miles, Marty|||Todd Phillips||Red Letter Day|Connie Stevens|Tanita Tikaram|||West, Ashley |||
Allan Yn Y Fan|Paul Brandt ; http://www.paulbrandt.com|Larry Cordle|Dance Across The Sea||Steve Fisher||Scott Human||George Jones|Tom Kilpatrick|Bill Laswell|Miller - Rowe Consort |||Utah Phillips||Red Shoes For Nancy|Ray Stevens|Steve Tilston|||West, Dottie |||
Peter & Ellen Allard|Kippi Brannon|Cordle/Duncan|Lawson Dando||Doug Fitch||Marcus Hummon||Marti Jones|John Kilzer|Don Latarski|Bill Miller|||Woody Phillips||Red Star Belgrade|B.W. Stevenson|Tir Na Nog|||Westbound |||
Terri Allard|Chris Brashear|Christine Cordone|Paul Dandy||Five For The Gospel||Engelbert Humperdinck||Michael Christopher Jones|Tom Kimmel|Late Summer Purple|Bob Miller|||Phranc||Leon Redbone|Gary Stewart|Cal Tjader|||Western Justice |||
Jamie Allen|Brayall, Dan|Helen Cornelius|Barbara Dane||Five O'Clock People||Humphrey and Hartman||Nic Jones|David Kincaid|Sir Harry Lauder|Buddy Miller|||Philip Pickett||Jean Redpath|Larry Stewart|Todd Young & His Rock Band|||Wheel, The |||
Jo Harvey Allen|Breakaway|Cornerstone|Lars Danielsson||Timmy Flaherty||Mark Humphreys||Paul 'Wine' Jones|Kincross & District Pipe Band|Jim Lauderdale|Dean Miller|||Pickin' On (Series)||Ann Reed|Stir Fried|Big Tom & The Mainliners|||Wheeler, Cheryl  |||
Linda Allen|Breathnach, Yvonne|Danie Cortese|Danish Folk Orchestra||Flatlanders||Amanda Hunt?Taylor||Paul Ubana Jones|The King And I (Related Recordings)|Carol Laula|Miller, Ed|||Rebecca Pidgeon||Jerry Reed|Alan Stivell|Tom Ball & Kenny Sultan|||Whiskey River |||
Orley Allen|Lenny Breau|Beverly Cotten|Rick Danko||Flatt & Scruggs||Larry Hunter||Sandy Jones|Charlie King|Laura Nyro (Tribute)|Emmett Miller|||Jo Carol Pierce||Preston Reed|Shane Stockton|Tom Brad & Alice|||White Iron Band |||
Red Allen|Tom Breiding|Cotten, Elizabeth|Jeff Danna||Bela Fleck||Hunter, Lisa||Trevor Jones|Grant King|Laurasia|Frankie Miller|||Gabrielle Pietrangelo||Sarah Goslee Reed|Richard Stoltzman|Tom Petty (Tribute)|||White, Mary |||
Terry Allen|Brenda Dolly Kris & Willie|The Countdown Kids|Mychael Danna||Stephanie Fletcher||Hunter, Stephen||Jontef|King/Leader|Lavender Country|Jo Miller|||Nicholas Pike||Blind Alfred Reed|Bill Stone|Tony Malone & the Rapparees|||Whitehorn, Jason |||
Allerton, Steven|Dennis Brennan|Counting Crows|Danny Boy||Kaila Flexer & Third Ear||Cornell Hurd||Margaretta Jonth|Jonathan Kingham|Christine Lavin ; http://www.christinelavin.com/|Jody Miller|||John Pilkington||Reel World|Cliffie Stone||||Williams, Autumn |||
David Allison|Walter Brennan|Country Blend|Danu||Flight Of The Green Linnet||Michael Hurley||John Jorgenson|Kings Galliard|Peter Law|Julie Miller|||John Pinamonti||Reeltime|Doug Stone ; http://www.DougStone.com/|Jaime Torres|||Willis, Hal |||
The Almanac Singers|Brewer & Shipley|Country Comfort|Daragason Music Sampler||Daphne's Flight||Ferlin Husky||Josef Locke|Kings of Convenience|Eddy Lawrence|Lisa Miller|||Pinback|||Gordon Stone|Tom Toth|||Wills, Mike |||
Tom Alonso|Gary Brewer|Country Dance Kings|Mason Daring||Matt Flinner||Hutchens||Joseph Spence (Tribute)|Kingston Trio ; http://kingstontrio.com/|Steve Lawrence|Ned Miller|||Dougie Pincock||David Reeves|J.L. Stone|Toucan Pirates|||Wilson And Lightfoot |||
Alpamayo|Tim Briggs|Country Gazette|Daring/Stahl||Benton Flippen||Ashley Hutchings||Journey To Scotland|Kinky Friedman (Tribute)|Shandy Lawson|Rhett Miller|||The Pinder Family (Tribute)||Evan Reeves|Fred Stoneking|Touchstone|||Wilson, Amanda |||
Alpenfest|Bright-Blue|Country Gentlemen|Dark & Light In Spanish New Me||Flips||Frank Hutchison||Bronn Journey|Alison Kinnaird|Laz|Roger Miller ; http://www.rogermiller.com|||Dick Pinney||Goebel Reeves|Ernest Stoneman|Town Hall Party|||Wilson, Buddy |||
Peter Alsop|Brimestone, Derek|Country Girls|||Flirtations||Sylvia Hutton||The Journeymen|Kevin Kinney|Christian LeMaitre|Miller, Rusty|||Pint/Dale||Reggie Garrett & the SnakeOil Peddlers|Scotty Stoneman|Trad At Heart|||Winn, Ted |||
Altan ; http://www.altan.ie|Brine, Mark|Country Matters|Erik Darling||Flophouse||Walter Hyatt||Greg Joy|Kipper Family|Leadbelly|Scott Miller|||David Piper||Regimental Band Of The King's|Stones River Ranch Boys|Traditional Fiddle Music Of Ke|||Wopat, Tom |||
Am. Folk Blues Festival '63?'67|Kate Brislin|Country Rockers|Joe Dassin||Chuck Florence||Randall Hylton||||Leahy|Miller, Shelley|||Susan Piper||Regimental Emblems|Carl Story|Traditional Irish Music For Wi|||Wright, Pamela Sue |||
Am. Folk Blues Festival '69|Elton Britt|The Countrypolitans|Dave Kleiner and Liz Pagan||Chris Flory||||Fiona Joyce|Kips Bay Ceili Band|Led Zeppelin (Tribute)|Chris Mills|||The Pied Pipers||Alan Reid|Don Stover|Trapezoid|||WyldWood |||
Amazing Blondel|Terry Britton|Cove Street Rhythm|Bob Davenport||Flower Of Scotland||||Laurence Juber|Scott Kirby|Albert Lee|Jim Mills|||Pipes & Drums Of Denny & Dunip||Reign (Christian)|Straight Shooter|Elizabeth Trapp||||||
Amazing Grace & Other Bagpipe|Ann & Terry Brock|Trisha Covington|Shaun Davey||Edward Flower||Allan Spencer Hale ; http://www.alanspencerhale.com||Jubilant Bridge|Bill Kirchen|Glenn Lee|Gerry Milnes|||Pipes & Drums Of Ireland||Paddy Reilly|George Strait ; http://www.georgestrait.com/|Artie Traum|||Warner Collection|||
Amaya, Augustin Rios|Chad Brock ; http://www.chadbrock.com/|Cowan, Debra|||Flying Mules||Brad Hawkins ; http://www.bradhawkins.com||Jubilee Songbirds|Kirkintilloch Band|Rick Lee|Ronnie Milsap|||Pipes & Drums Of Scotland||Read Reiser|Strange Creek Singers|Druha Trava|||Dennis Warner|||
America|Brodsky, Adam|Cowboy Copas|David & David||John Flynn||||Richard Julian||Legends Of Bluegrass (Series)|Ben Mink|||Pipes & Drums Of Scotland/Skir||Relativity|Stray Cats|Sonny Treadway|||Warner/Davis|||
Americamanta|Brody, Jane|Cowboy Mouth|David & Roselyn||Dan Fogelberg||||Mark Jungers|Kirtana|Adrian Legg|The Minor Planets|||Pipes Of Scotland||John Renbourn|Grant Street|A Treasury Of Irish Song (Gael Linn Series)|||Laura Jayne Warren|||
American Folksay (Series)|Broken Homestead|Cowboy Nation ; http://www.cowboynation.com/|David & The High Spirits||Folk Collection||||Vince Junior|Dominic Kirwan|Kristin Lems|Shane Minor|||The Piping Centre Recital Series|||Mel Street|Tree Surgeons|||Pamela Warrick?Smith|||
American Indian Ceremonial & W|Lisa Brokop ; http://www.lisabrokop.com|Cowboys & Indians|David Michael & Randy Mead||Folk Dances Of The World||||Tom Juravich|Kiss Me I'm Irish|Lennon Family|Misty River|||Kym Pitman||Reno & Smiley|Shelly Streeter|Tree of Shadows|||Washington Squares|||
Amidons, The|Bromberg, David|Cox Family|David Wilcox (Canada)||Folk Implosion||Robin Hackett||Kay Justice|Kitka|Laura Leon?Cohen|Guy Mitchell|||Doug Pitts||Don Reno|Strength In Numbers|Trees|||Jackie Washington|||
Amigo, Vincente|Bromberg, Minna|Don Cox|Jody Davidson||Folk Like Us|Don Gabbert|Loretta Hagen|||Jeremy Allan Kittel|Leonardo|Waddie Mitchell|||Plainsong||Reno/Martin|Dee Strickland Johnson (AKA Buckshot Dot)|Lucie Blue Tremblay|||The Waterboys ; http://www.mikescottwaterboys.com/|||
