|||||||||||||||||||||||||||||||||||||||||||||||||||
John Abercrombie|Buster Bailey|Terry Callier|Graham Dalby & Grahamophones|Elmo & Hezekiah|Nate Fitzgerald|Jacques Gauthe|Roy Harper|Icon|Michelle James|E.G. Kight|John Latouche|Bob Margolin|Newby/Lee & The Bluzblasters|Dona Oxford|Big Pete Pearson|Quintet Of The Hot Club Of San|The RedHot Blues|Savoy?Smith Cajun Band|Sam Taylor|Unified Jazz Ensemble|Mika Vainio|Water Street Blues Band||Deon Yates|Joe Zawinul||Abercrombie/Johnson/Erskine|Campbell Bros.|Dan McIntyre|Echo Beach |Fatty George|Gary Barone|Hamiet Bluiett|Illinois Jacquet|Jack Marshall|Karsten Quartet Houmark|Lamé Sisters, The |Mahavishnu Orchestra|Nat Adderley|Omer Simeon|Paolo e Giuly ||Ralph Lalama|Sam Morgan|Talyn Duulal|Uptown Vocal Jazz Quartet|Various Artists - Jazz - Fusion/World Fusion|Walter Norris Trio||Young/Wilson|
Abercrombie/Johnson/Erskine|Dave Quintet Bailey|Cab Calloway|Dale Bruning Quartet|Emerson & Goble|Five Horse Johnson|Frankie Gaye|Slim Harpo|Issei Igarashi|Skip James|Shun Kikuta|Annie Laurie|Joe Marillo and Mike Wofford|Newell, James R.||Peg Leg Sam|The Peter Fraize Quintet|A.C. Reed|Ken Saydak|Ted Taylor|United Future Organization|Valaida|Ethel Waters||Jesse Yawn|Zazen||Abilio Abreu|Canadian All Stars|Dan Moretti|Echoes Of Ellington Orchestra|Fatty Jazzband George|Gary Bartz|Hamilton Jazz Orchestra|Images|Jack Montrose Sextet|Karsten Vogel|LaMont Johnson|Mahogany Brass Band|Nat Dixon Quartet|Ondar, Kongar?ol |Paolo Fresu||Ralph Lalama Quartet|Sam Most|Tamara Danielsson|Urban Blue |Various Artists - Jazz - Latin/Afro?Cuban Jazz|Walter Page||YoungBlood Brass Band |
Lennart Aberg|Derek Bailey|Chris Calloway||Bill Emerson|Five Points Band|Paul Gayten|Corey Harris|Iguana Tribe|Steve James|Kilimandjaro Blues Band|Booker T. Laury|Mark David Group|David Newman||Morris Pejoe|Quintetto Vocale Italiano‑Le P|Dalton Reed|Charlie Sayles|Susan Tedeschi|University of South Florida Jazz Ensembles||Muddy Waters||Pete Yellin|Zazuzaz||Above The Clouds (Series)|Canadian Brass|Dan Pinson & Via Libre|Ed Bennett|Fausto Papetti|Gary Burton|Hamilton/Peplowski/Robinson|Improvisational Arts Quintet|Jack Newell|Kasai|Lamott, Nancy |Maija|Nat Franklin Quartet |Onderdonk/Walker|Paolo Nonnis||Ralph Lundsten|Sam Newsome|Tamba 4|Urban Jazz Coalition|Various Artists - Jazz - New Orleans/Dixieland/Ragtime|Walter Roland||Your Works|
Rabih Abou-Khalil|Donald Bailey|Camellia Jazz Band|Jan Daley|Conni Emerson|Jonas Fjeld|George Gee|Peppermint Harris|Masanobu Ikemiya|Teresa James & the Rhythm Tramps|Junior Kimbrough|Larry LaVey|Mark May & the Agitators|Jack Newman||Paul Pena|Quintetto X|Francine Reed|Mark Schatz|Telecats|University Of N. Florida Jazz|Patato|Beverly "Guitar" Watkins||Yellow Jackets|Ida Zecco||Abraham Burton|Candido|Dan Quartet Faulk|Ed Bickert|Fay Victor|Gary C. King|Hammond Connection|In Order To Survive|Jack Pezanelli|Kastura|Lan Xang|Major Holley|Nat Gonella & His New Georgians|Ondine Darcyl|Paolo Radoni Trio||Ralph Macdonald|Sam Pilafian|Tamia|Urban Jazz Network|Various Artists - Jazz - Swing/Big Band|Walter Wanderley||Your Works|
Above The Clouds (Series)|Mildred Bailey|Camelot (Related Recordings)|Dallas Jazz Orchestra|Buddy Emmons|Flaming Arrows|The General|William Harris|Dieter Ilg|James/Curry|King Bees, The|Christine Lavin|Paul Mark|Jimmy Newman|'O'Rang|Dan Penn||Jerry Reed|Tracy Schwarz Cajun Trio|Johnnie Temple|Unpredictable Nature|Chucho Valdes|J.T. Watkins||Yenneh|||Abraham Laboriel|Candlelight Moments (Series)|Dan Reynolds|Ed Calle|Fearless Dreamer |Gary Campbell|Hampton Hawes|In Process|Jack Ranelli Big Band|Katchie Cartwright Quintet|Lance Hayward|Makoto Ozone|Nat King Cole|One Beat Back Big Band |Papa Bue's Viking Jazz Band||Ralph Marterie|Sam Riney|Tana/Reid|Urban Knights|Various Artists - Jazz - Vocal|Walton Ornato||Your Works|
Bruce Abrams|Philip Bailey|Tutti Camerati|Dave Dallwitz|Melvin Endsley|The Flashbacks|Ursula George|Wynonie Harris|Illinois Jacquet|Jamie Wood and the Roadhouse Rockets|King Biscuit Boy|Elliot Lawrence|Paul Mark & The Van Dorens|Robert Nighthawk|Dottie O'Brien|Pinetop Perkins||Jimmy Reed|Clifford Scott|Ten Years After|Unspun|Miguelito Valdes|Johnny "Guitar" Watson||Yes|Denny Zeitlin||Absolute Sound|Candy Dulfer|Dan Rose|Ed Cherry|Febian Reza Pane|Gary Clark|Han Bennink|In The Big Band Mood|Jack Schantz|Katharine Whalen|Land Of Soul Jazz|Mal Waldron|Nat Pierce|One By 6 |Papa Bue's Viking Jazzband||Ralph Moore|Sam Rivers|Tangerine Awkestra|Urban Nation|Various Artists - Pop - Traditional/Vocal Stylists|Wardell Gray||Yuri Popoff|
Muhal Richard Abrams|Steve Bailey|Michel Camilo|Adela Dalto|Toulouse Engelhardt|Flatfoot Sam|Georgia Sea Island Singers|Donald Harrison|Masaru Imada|Robert Jardell|King Brothers|Johnny Laws|Pigmeat Markham|Nighthawks, The|Hod O'Brien|Bill Perry|Queen City Jazz Band |Jo Jo Reed|E. C. Scott|Terrell|Phil Upchurch|Valdez/Rodriguez|Junior Watson||Beth Yeshaya|Richie Zellon||Abstract Truth|Candy Johnson|Dan Saint Marseille|Ed Dix|Feinstein, Michael |Gary Foster|Hank Crawford|In The Mood |Jack Sheldon|Kathleen Perry & the Art Perry Ensemble|Lande/Garbarek|Malachi Thompson|Nat Simpkins|One for All|Papa Joe's All Stars||Ralph Pena|Sam Taylor|Tangerine Dream|Urbie Green|Varro/Nelson|Ware, Jennifer ||Yusef Komunyakaa|
Abilio Abreu|Victor Bailey|Chris Camozzi|Claire Daly|Craig Erickson|Fleetwood Mac|Paul Geremia|Michael Allen Harrison|Images|Frankie Jaxon|King Cotton Blues Band|Robbie Laws & the Urban All?Stars|Evan Marks|Ollie Nightingale|Virginia O'Brien|Oscar Perry||Kay Reed|Howard Scott|Terri and The T?Bones|Uphill Gardeners|Caterina Valente|Nigel Watson||Yochanan Sebastian Winston|Norma Zenteno||Abercrombie, John ; http://www.johnabercrombie.com/|Canhoto Da Paraiba|Dan Shelton|Ed Frank|Felice Pomeranz Jazz Quartet|Gary Gibson Jazz Quartet/Trio |Hank Garland|Incognito|Jack Teagarden|Kathy Kosins|Landgren/Norberg|Malachi, Aoki, Tatsu Favors|Natal, Nanette |One Forty Four Twenty|Papo Vasquez||Ralph Peterson|Sam Yahel|Tani Tabbal|Uri Caine|Vasconcelos/Salis|Warne Marsh||Yusef Lateef|
Absolute Sound|Stanley Baird|Dave Camp|Tadd Dameron|Erstrand/Lind Quartet|Bud Fletcher|Aubrey Ghent|Alvin Youngblood Hart|Tomas Improta|Led Jaxson Blues Band|King Ernest|Sam Lay|Marla BB|Nightporters, The|Jimmy O'Bryant|Ross William Perry||Lula Reed|Jack Scott|Clark Terry|Uptown|Dave Valentin|Paula Watson|||Si Zentner||Abstract Vibes (Series)|Cannonball|Dan Siegel|Ed Hamilton|Felix and All The Cats Swing Band|Gary Herbig|Hank Jones|Incroyable Jungle Beat|Jack Walrath|Katia Labeque|Lani Hall|Malcolm X (Motion Picture - Related Recordings)|Natalie Douglas|One Step Beyond|Pappa Don Vappie||Ralph Sharon|Samano|Tania Maria|Urs Leimgruber|Vassar Clements|Warner Jams||Yves Teicher|
Abstract Truth|Coen Bais|John Campbell (Blues)|Dameronia|Esposito|Kirk Eli Fletcher|Clifford Gibson|Kathy Hart|Improvisational Arts Quintet|Cathy Jean|Al King|Lazy Lester|Kevin J. Marquis|Nine Below Zero|Helen O'Connell|Roxy Perry||Travis Reed|Sonny Scott|Sonny Terry|Uptown String Quartet|Johnnie Valentino|Charlie Watts||Yockamo All‑Stars|Monica Zetterlund||Academia Saxophone Quartet|Cannonball Adderley|Dan Voll|Ed Howard|Felo Sepulveda|Gary Hobbs|Hank Marr|India|Jack West & Curvature|Katie King|Lannie Garrett|Maleem Mahmoud Ghania|Natalie Zoe|One World|Pappas, Krisanthi ||Ralph Simon|Samantha Siva|Tapan Modak|Us3|Vassar Clements & The Little Big Band|Warner/Jiles||Yvette Cason|
Abstract Vibes (Series)|Baja Marimba Band|John Campbell (Jazz)|Dan Dobek with Ted MacKenzie|Mike Esposito|Benton Flippen|Lacy Gibson|Mickey Hart|In Order To Survive|Jeff Jolly Band|Albert King|Le Roux|Johnny Mars|Nitecry|Mark O'Connor|The Persuasions||Jim Reeves|Peggy Scott?Adams|Sonny Boy Terry|Uptown Vocal Jazz Quartet|Vinny Valentino|Noble "Thin Man" Watts|||Chuck Zeuren||Academy Of St. Martin|Canvas Trio|Dan Wall|Ed Jackson|Felton/Knepper|Gary Johns|Hank Marvin|India Cooke|Jack Wilkins|Katie Viqueira|Lanny Morgan Quartet|Mama Estella Yancey|Nate and the Companions |Onus Ensemble|Paquito D'Rivera||Ralph Sutton|Samarai Celestial|Tara Darnell|Uwe Kropinski Trio|Vassilis Saleas|Warren Bernhardt||Yvonne Roome|
Academia Saxophone Quartet|Jim Bajor|Campbell Bros.|Dan Pinson & Via Libre|Sleepy John Estes|Mary Flower|Millage Gilbert|Rick Hart|In Process|Blind Lemon Jefferson|B.B. King|Leadbelly|Johnnie Marshall|Johnny Nitro & the Door Slammers|Tony O'Connor|Peter Garstenauer||Refrigerators, The|Scottie Blinn and the Tiki Torchers|Jimmy Thackery & The Drivers|Urban Jazz Coalition|Cristian Valenzuela|Kenne Wayne||Nora York|Zeus Faber||Acappella Co.|Canyengue|Dan Weiner|Ed Kirkeby|Fensters|Gary Lucas|Hank Mobley|India With StraightAhead Jazz Band ||Kay Kyser|Lara & Reyes|Mamborama|Nate Fitzgerald|Onztet De Violin Jazz|Paquito Hechavarria||Ralph Towner|Samba Bom|Tardo Hammer|Uzeb|Vaughah|Warren Clark's French Quarter Jazz Band|||
Academy Of St. Martin‑In‑The‑Fields|George Baker Selection|Gary Campbell||Dave Evans|Frank Floyd|Dana Gillespie|Wallace Hartley|In The Big Band Mood|Jelly Roll Kings|Bnois King|League Of Decency|Martha's Kitchen|Don Nix|Anita O'Day|Peter Malick Band||Mike Reilly Band|Irene Scruggs|Sister Rosetta Tharpe|Urban Jazz Network|Ken Valitsky|Wayner, James “Mr. Blues”||Yoruba Andavo|Ziad||Accordeon|Caoutchouc|Dana Legg Stage Band|Ed Littman|Ferenc Snetberger|Gary McFarland|Hank Roberts|Indie Top 20 (Series)|Jack Wilson|Kay Starr|Lara Teeter|Mammina, Jenna |Nathan Berg|Open Door|Paradise City Jazz Band||Ramsey Lewis|Samba Trio|Tarik Husseini Quartet|Uzeb/Lockwood|Vaughan, Sarah (Lois) |Warren Fitzgerald|||
Acappella Co.|Israel Baker String Quartet|Grace Campbell|Dana Legg Stage Band|Joe Evans|Fluent Blue|Bill Jazz Gillum|Donny Hartman|InVoice|Deb Jenkins|Bobby King|Calvin Leavy|Carl Martin|Hammie Nixon|Tim O'Dell|James Peterson||John Renbourn|Son Seals|Hans Theessink|Urban Knights|Marcos Valle|Carl Weathersby||Chizuko Yoshihiro|Damon Zick||Ace Cannon|Capitol Blues Collection (Series)|Dana Reason|Ed Metz|Ferial|Gary Meek|Hank Williams (Tribute)|Indigenous People|Jackalope|Kaye Ballard|Larrainia|Mandala|Nathan Davis|Open Loose|Paradox Trio||Ramsey McLean|Sambada|Tarik Shah||Vaughn Monroe|Warren Hill|||
Accordeon|Andrea Baker|James Campbell|Dance To The Big Band Sounds|Margie Evans|Elona Focali|Jon Gindick|Donny Hathaway|Incognito|Johnny Jenkins|Bocephus King|Hosea Leavy|Leroy Martin|Leo Nocentelli|Pat Group O'Donnell|Lucky Peterson||Rene solis and the Persuaders|Al Sears|Them|Urban Nation|Art Van Damme|Curley Weaver||Vincent Youmans|Ziegler||Achisa|Capitol Collectors Series|Dance To The Big Band Sounds|Ed Neumeister|Fernando Huergo|Gary Motley|Hans Feigenwinter|Indigo|Jacki & Roy|Kaye/Elgart|Larry Adler|Mandingo|Nathaniel Ligons II|Ophelia Ragtime Orchestra|Paramount Jazz Band Of Boston||Ran Blake|Sami Kaneda|Tarquin/Standring/Millar/Hinds||Vaughn Nark|Warren Nunes|||
Achisa|Chet Baker|Jeff Campbell|Dancing Fantasy|Terry Evans|Paul Foisy|Ginger Jug Band, The|Have Mercy|Incroyable Jungle Beat|Bill Jennings|Chris Thomas King|Led Zeppelin|Lou Martin|Johnny Band Nocturne|Skip O'Donnell|Dave Petitjean||Reno Jones|Pete Sears|Donald Thibodeaux & Cajun Fever|Michal Urbaniak|Dino Betti Van Der Noot|Sylvester Weaver||Young Holt Trio|Ziggy Elman & His Orchestra||Acid Jazz (Beat Goes Public Series)|Capitol Sings (Series)|Dancing Fantasy|Ed Palermo Big Band|Fernando Jazz Gang|Gary Peacock|Hans Kennel||Jackie Allen|Kayle Brecher|Larry Baskett|Mandinka & Fulani Music Of The|National Anthems Of The World|Opus De Jazz|Pardo/Dominguez||Rance Allen Group|Samm Bennett|Taste Of Swing Time (Series)||Velez/Rao/Gebbia|Warren Smith|||
Acid Jazz (Beat Goes Public Series)|Dave Baker|Johnny Campbell|Dorothy Dandridge|Don Ewell|Sue Foley|Giovanni|Ginny Hawker|Peter Ind|Jake Jewell|Earl King|Matt Leddy & The Meat Cutters|Mick Martin|Chris Nole|Arturo O'Farrill|Petrified Alien Brain||Johnny Reno|Marvin Sease|Goldman Thibodeaux and Calvin Carriere|Urbie Green|Johnny Van Derrick|Boogie Bill Webb||The Young Olympians|Eliot Zigmund||Acid Jazz Test (Series)|Capp/Pierce Juggernaut|D'Andrea/Aguido|Ed Polcer|Fernando Tarres|Gary Remal Malkin|Hans Koch|Indigo Swing|Jackie Cain|Kazda|Larry Bright|Maneri/Morris/Maneri|National Youth Jazz Orchestra|Opus In Swing|Paris Africans||Randall Atcheson|Sammy Cahn|Tate/Edison/Williams/Lemon||Vella/Drame|Warren Vache & Syncopatin' Seven|||
Acid Jazz Test (Series)|David Baker|Mike Campbell|Putney Dandridge|Will Ezell|Allen Fontenot & Country Cajuns|Glamour Puss|Buddy Boy Hawkins|India|Jim Suhler & Monkey Beat|Eddie King|Rosie Ledet|Mick Martin & The Blues Rockers|Sugar Ray Norcia|Chico OFarrill|Robert Petway||Harry Reser|Brother John Sellers|Jimmy Thibodeaux|Us3|Guy Van Duser|Chick Webb||David Young|Zim Zemarel & His Orchestra||Acid Warfare (Series)|Captain John Handy|Danelsson/Liebman/Christensen|Ed Saindon|Fertile Ground|Gary Scott|Hans Koller|Individual|Jackie Coon|Kazumi Watanabe|Larry Brown Trio, The |Manfredo Fest|Native Colours|'O'Rang|Paris Reunion Band||Randy Brecker|Sammy Davis Jr.|Tate/Grey||Veltones|Washboard|||
Acid Warfare (Series)|Duck Baker|Roy Campbell|||Canray Fontenot|Lloyd Glenn|Erskine Hawkins & Orchestra|Indie Top 20 (Series)|Jim Widner Big Band|Eric King|Alvin Lee & Ten Years After|Sara Martin|Norfolk Jazz & Jubilee Quartets|Betty O'Hara|Phantom Power Band||Dmitri Resnik|The Senders|Kelly Thibodeaux & Etouffee|Jai Uttal|George Van Eps|Jimmy Webb||George Young|Zimbo Trio||Acker Bilk|Carey/Collins|Daniel Goyone|Ed Schuller|Fessor's Big City Band|Gary Sivils|Hans Reichel|Industrial Jazz Group|Jackie McLean|Kazumi Watanabe & Gentle Thoughts|Larry Carlton|Mangalam|Native Vibe|Orange Lake Drive |Paris Washboard||Randy Brooks|Sammy Duncan|Tatsu Aoki||Venancio Mbande|Washboard/Ecklund/Gervois|||
Idris Ackamoor|Ginger Baker|Royce Campbell|Danelsson/Liebman/Christensen||Ford Blues Band|Lillian Glinn|Screamin' Jay Hawkins|Indigenous People|Don Santiago Jimenez|Freddie King|Bonnie Lee|Martin/Macpherson|Dr. Rob Norman & the Specialists|Tony O'Malley|Kelly Joe Phelps||Reunion Blues Band|Serpent Power|Rufus Thibodeaux|Uzeb|Dave Van Kriedt|Garth Webber||John Young|Hans Zimmer||ACME Swing Company ? featuring a unique style and original compositions. |Caribbean Jazz Project|Daniel Ho|Ed Shaughnessy|Fez Combo|Gary Smart|Hans Zimmer|Iness Mezel|Jackie Paris|Kazutoki Umezu|Larry Clinton & His Orchestra|Manhattan Jazz Quintet|Natraj|Orange Then Blue|Paris, Barbara ||Randy Caldwell|Sammy Kaye|Taverners Big Band||Vermont Stream|Washington Guitar Quintet |||
Bob Ackerman Trio|Harold "Shorty" Baker|Mike Campeau|Peter Danemo||Charles Ford Band|Mae Glover|Ted Hawkins|Indigo|Flaco Jimenez|Freddy King|Bryan Lee|Tony Mathews|Norman Beaker Band|Peter O'Mara|Gene Philips||Rev. Flamin` Harry and the Roadhouse Rockers|Greg Serrato|Waylon Thibodeaux|Uzeb/Lockwood|Jerome Van Rossum|Katie Webster||Lester Young|Richard Zimmerman||Acoustic Alchemy|Carl Allen & The Manhattan Project|Daniel Humair|Ed Soph|Fields, Victor |Gary Smulyan|Hanynes/Newborn/Chamers|Ingham/Allen|Jackie Washington|KCRW Morning Becomes Eclectic Series|Larry Coryell|Manhattan Projects|Natty Dominique|Oranj Symphonette|Park Stickney||Randy Crawford|Sammy Kaye & His Orchestra|Taye Diggs||Vernon Neilly|Washington, Dinah |||
Noel Acknote|Josephine Baker|Mike Campese|Al Daniels||Mark Ford|Barry Goldberg|Clifford Hayes|Indigo Swing|Santiago Jimenez Jr.|Lester Wizard King|Frankie Lee|James Mathus|North Mississippi Allstars|Johnny O'Neal|Brewer Phillips||Rev. Right Time & 1st Cuzins|Seth Walker Band|Third Degree||Markus Van Such|Gerry Joe Weise||Noah Young|Zinkl||Acoustic Guitar Summit|Carl Anderson|Daniel Kobialka|Ed Strauman|Fifty Years Of Jazz Guitar|Gary Stadler|Hanyo|Ingham/Gordon/Smith|Jackie Wilson|Kearney, Grams & Bronsdon |Larry Eanet|Manhattan Transfer|Nature|Orchestra Jazz Siciliana|Park Swing Orchestra ||Randy Emata|Sammy Nestico|Taylor/Williams||Vernon Reid|Water Shed 5tet|||
AcoustiCon|LaVern Baker||Dee Daniels|EPM Jazz Anthology (Series)|Robben Ford|Golden Dozen|Hunter Hayes (Cajun)||Jimmy O|Little Jimmy King|Glenn Lee|David Maxwell|Northeast Groovers|Fintan O'Neill|Esther Phillips||Reverend Freakchild|Seventeen?Fifty?Five|Thirteen||Van't Hof/Watts|Mike Welch||Reggie Young|Dann Zinn||Acoustic Jass |Carl Burnett|Daniel Nahmod|Ed Thigpen|Filfiley, Camille |Gary Taylor|Hanz Koch/Schultz/Studer/Troop|Ingham/Grosz|Jackson 5|Keely Smith|Larry Elgart|Manhatten School Of Music|Nature & Music (Northsound Series)|Orchestre National De Jazz|Parker/Baker||Randy Erwin|Sammy Nestico Big Band|TC||Vertical Reality|Waterworks|||
Acoustic Alchemy|Tom Baker|Tony Campise|Eddie Daniels|Dominique Eade|T?Model Ford|Alex Goldfarb|Roy Haynes|Individual|Beau Jocque & The Zydeco Hi?Rollers|Shirley King|Julia Lee|Mark May|Notations|Gilbert O'Sullivan|Flip Phillips||Kimmie Rhodes|Shades Of Blue|Thirty?Six D||Jerry Van|Dave Weld||Snooky Young|James Zitro||Acoustic Jazz Quartet|Carl Davison|Daniel Ponce|Eddie & Friends Erickson|Fine Wine Trio |Gary Tesca Orchestra|Happiness Is...|Ingham/Grosz & Their Hot Cosmo|Jackson/Martino|Keep Your Shirt On Band|Larry Garner|Mann Brothers|Nature's Harmony|Oregon|Parker/Colyer||Randy Johnston|Sammy Price|Techno Trip Hop Sampler (series)||Verve Jazz Masters (Series)|Watson/Lacy/Lindberg|||
Acoustic Guitar Summit|Baker/Catherine|Canadian All Stars|Jack Daniel|Allen Eager|Eddie 'little Buster' Forehand|Gong|Skip Haynes|Industrial Jazz Group|Joe Stuby and Rocking Horse Band|Willie King & The Liberators|Lovie Lee|John Mayall|Frank Novato Band|O‑Zone Percussion Group|Washington Phillips||Sonny Rhodes|The Shadows|Henry Thomas||Robert Van|Casey Bill Weldon||Webster Young||||Carl Drewo|Daniel Schnyder|Eddie Allen|Finger Roll|Gary Thomas|Happy Feet Dance Orchestra|Ingolf Burkhardt|Jackson/Pierce Quintet|Kei Akagi|Larry Gelb|Mann, Trudi |NAU Jazz Ensemble|Oregon Coast Jazz Sextet |Parker/Davis||Randy Klein|Sammy Rimington|Ted Brown||Verve Story|Watson/Lindberg|||
Acoustic Jazz Quartet|Adrian Bal|Canadian Brass|Maxine Daniels|Eagle Brass Band|Andy J. Forest|Tino Gonzales|HaynesParr|Keith Ingham|David Johansen|Kingdom Blues Band|Bobby Leecan|Texas Pete Mayes|Darrell Nulisch & Texas Heat|INSIDE OUT|Phillips/Hamilton||Bill Rhyne|The Shafran?Klegseth Band|Irma Thomas||Vana|Valerie Wellington||Young/Edison|Natalie Zoe||AcoustiCon|Carl Filipiak|Danielle Steel|Eddie Bert|Fintan O'Neill|Gary Willis|Happy Holiday|Ingrid Jensen|jacksoul  |Keiji Haino|Larry Goldings|Mann/Hand|Navarro/Dameron|Oren Bloedow|Parker/Hill/Elements/Mariano||Randy Parsons|San Francisco Feetwarmers |Ted Curson||Vessel|Watts/Gamalon|||
Active Ingredient|Red Balaban|Candido|Lars Danielsson|Matt Eakle|Jimmy Forrest|Ann Goodly|Johnny Heartsman|Ingham/Allen|John Earl & the Boogieman Band|Kings|Left Hand Frank|Sammy Mayfield||Paul Oakenfold|Piano Red||Rhytm Dogs|Tom Shaka|James "Son" Thomas||Vandermark 5|Junior Wells||Young/Wilson|James Zollar||Active Ingredient|Carl Fontana|Daniels, Dee |Eddie Bo|Fiorello! (Related Recordings)|Gary Windo|Har You Percussion Group|Ingrid Lucia & The Flying Neutrinos|Jacky Terrasson|Keiko Lee|Larry Grenadier|Manny Albam|Nazaire|Oriental Illusions|Parker/Wellstood & Galvanized||Randy Porter|San Francisco Nighthawks|Ted Eschliman||Vibe|Wattstax|||
Alex Acuna|Marek Balata|Candlelight Moments (Series)|Palle Danielsson|Larry Eanet|Svare Forsland|Miles Goodman|Heat|Ingham/Gordon/Smith|John Ewing Band|Kingsnakes|Doug Legacy & The Zydeco Party Band|Norridge Mayhams & Blue Chips||Oaktown Irawo|Piano Slim||Rhythm Sheiks|Shakey Jake|Jesse "Babyface" Thomas||Ken Vandermark|Lightnin' Wells||Young; Tyner; Hutcherson; Dolphy|Attila Zoller||Acuna, Claudia |Carl G. Grubbs|Danilo Perez|Eddie Bruce|Fire Merchants|Gateway|Harald Haerter|Ink Spots|Jaco Pastorius|Keiko Matsui|Larry Janacek|Manolin-El Medico De La Salsa|NDR Big Band|Original Dixieland Jazz Band|Parlato, Gretchen ||Randy Roos|San Francisco Starlight Orches|Ted Heath||Vibe Tribe|Waves Banks Orchestra|||
Claudia Acuna|Bob Baldwin|Conte Candli|Tamara Danielsson|Jon Eardley|Gina Forsyth|Evan Goodrow|Heaters, The|Ingham/Grosz|Mable John|Kinsey Report|Legendary Blues Band|Maynard Brothers Band||Bernard Oattes|Rod Piazza||Rhythmtown?Jive|Mem Shannon|Keller Thomas||Vanderstraeten/Sourisse/Charli|Wem & Late Summer Purple||Your Works|Zone||Ada Montellanico|Carl Leukaufe|Danish German Slide Combi|Eddie 'Cleanhead' Vinson|Firehouse Five Plus Two|Gato Barbieri|Harald Weiss|Inner Orchestra |Jacob Fred Jazz Odyssey|Keith & Julie Tippett|Larry Karush|Manone/Bradley|NDR Bigband|Original Jazz Legends|Parliament||Randy Sandke||Ted Hogarth||Vibemares|Wayman Tisdale|||
Beegie Adair|Burt Bales|Conte Candoli|Danish German Slide Combi|Earl Harvin Trio|Guy Forsyth|Goose Creek Symphony|Heavenly Gospel Singers|Ingham/Grosz & Their Hot Cosmo|Johnny A|Big Daddy Kinsey|Legendary Dukes|Doug Maynard||Dick Oatts|Greg Piccolo||Rev. D.C. Rice|Preston Shannon|Little Al Thomas||Vangelis|WES||Your Works|John Zorn||Adalberto Santiago|Carl MaultsBy|Danish Radio Big Band|Eddie Cole|First Brass|Gauthe/Luter/Wilber|Harald Winkler|Inner Shade|Jacques Chanier Trio|Keith Ailer|Larry Luchowski|Mansour/Gewelt/Froman|Neal Davis|Original Jazz Masters (Series)|Partners In Time||Randy Sandke's New York Allstars|San Miguel Project|Ted Levine||Vibes|Wayne Bedrosian/LA Concert 3|||
Ulf Adaker|Matt Balitsaris|Canhoto Da Paraiba|Danish Radio Big Band|Earl Hines|Glen Fortinberry|Andrew D. Gordon|Adam Hebert|Roberto Inglez|Johnny and the Headhunters|Barry Kingston & the Screaming Souls|Caroline Leigh|George Mayweather||Ray Obiedo|Dan Pickett||Sir Mack Rice|Sharecroppers Of The Soul|Rockin' Tabby Thomas||Vangelis (Tribute)|West Coast Playboys||Your Works|Art Zoyd||Adam Holzman|Carl Saunders|Danish Radio Jazz Orchestra|Eddie Condon|First House|Gauthe/Marquet|Hard Corp.|Inner Vision|Jacques Gauthe|Keith Barry|Larry Marshall|Manteca|Neal Hefti|Original Moonlighters, The |Party Request Series||Randy Scott|Sanders, Camilla |Ted Lewis||Vibraphonic|Wayne Boyer|||
Elliott Adams|Jon Balke|Ace Cannon|Danish Radio Jazz Orchestra|Earl Hines & His Orchestra|Jesse Fortune|Jay Gordon|Lucille Hegamin|Clark Ingram|Johnny J. & Hitmen|Eddie Kirkland|Keri Leigh|Maze featuring Frankie Beverly||Obo & Sol Luna|Michael Pickett||Tony Rice|Omar Shariff|Ross Thomas|||Clint West||Dhafer Youssef|Zuco 103||Adam Levy|Carl Verheyen|Danish Radio Orchestra|Eddie Costa|Fishbelly Black|Gazzara/Jestofunk/Sindacops|Hari Prasad Chaurasia|Innovators, The |Jacques Loussier|Keith Ingham|Larry McClellan|Manu Dibango|Neal Schon|Original Pin Stripe Brass Band|Pasadena Roof Orchestra, The||Randy Waldman|Sanders/Davison|Ted Nash||Vibrazioni Productions|Wayne Henderson|||
Gene Adams|Kenny Ball|Lynn Cannon|Danish Radio Orchestra|Jimmy Earl|Frank Foster|Jimmie Gordon|Bill Heid|Ingrid Lucia & The Flying Neutrinos|Johnny Nitro and the Door Slammers|Bob Kirkpatrick|Keri Leigh & The Blue Devils|Randy McAllister||David Occhipinti|Billie & De De Pierce||Rich Harper Blues Band|B.J. Sharp|Rufus Thomas|Ulu |The Vanguard Jazz Orchestra|Stan West|| |Rick Zunigar||Adam Makowicz|Carla A. Harris|Danko/Lightsey|Eddie Daniels|Fisherstreet|Gebhard Ullman|Harlan Leonard|Ino Nobuyoshi|Jacques Loussier Trio|Keith Jarrett|Larry McDonough|Manu Katche|Necks|Original Salty Dog Jazz Band|||Randy Weston|Sanders/Hicks/Davis/Nakamura|Ted Piltzecker||Vic & Le Jazz Big Band Vogel|Wayne Horvitz|||
